[16431, 20920, 2813, 20001, 16733, 11486, 15890, 26661, 1753, 28710, 6284, 13458, 8970, 26719, 1280, 20332, 28622, 13364, 25493, 20570, 31926, 30944, 4438, 2970, 9754, 22114, 25057, 27159, 17793, 3419, 20290, 6860, 27592, 7774, 4247, 7202, 24350, 11768, 20468, 2216, 13645, 25473, 24717, 22423, 26365, 13134, 18895, 24006, 30377, 28926, 18787, 24241, 5505, 13792, 18074, 19910, 12061, 8600, 11403, 30267, 4402, 31780, 30464, 26964, 25641, 30159, 3934, 12622, 17364, 4318, 9364, 3843, 10559, 32508, 6635, 17303, 12258, 30369, 17960, 13012, 1402, 14510, 13854, 14300, 31954, 24756, 19496, 22976, 1303, 20801, 8522, 16761, 28956, 29871, 21828, 21422, 2204, 29083, 16484, 8480]
[22774, 23437, 7615, 21384, 28653, 19307, 3430, 15866, 26931, 21529, 9720, 656, 5043, 5215, 666, 9721, 1471, 3029, 16148, 4334, 7094, 7238, 32476, 8453, 29581, 16075, 26370, 4926, 9570, 23269, 15366, 25679, 26156, 523, 7965, 12685, 22847, 10764, 5901, 15365, 2330, 10110, 13073, 18938, 818, 24394, 6043, 13042, 7572, 23950, 14336, 11794, 31989, 8225, 23317, 22810, 1452, 1995, 26091, 3953, 16104, 6828, 17771, 19248, 7587, 20815, 20432, 1376, 14133, 17437, 8195, 1649, 5369, 9424, 26901, 21078, 7165, 23953, 7624, 25944, 4270, 2431, 14651, 13765, 18689, 18163, 4377, 23321, 16511, 24359, 6347, 9076, 24053, 5920, 32513, 9474, 14675, 5938, 21785, 12104]
[15973, 1890, 8511, 12811, 22280, 21359, 8792, 22889, 18665, 0, 22205, 29237, 8261, 18163, 21986, 11259, 5940, 31364, 30877, 6303, 10002, 20530, 31979, 18668, 23776, 32228, 2056, 7252, 10600, 1872, 1532, 7038, 1896, 12201, 12107, 27971, 17633, 26186, 23989, 24235, 5466, 21725, 7932, 25580, 26940, 17493, 4609, 3700, 14330, 9296, 26162, 27548, 21873, 6332, 18556, 10165, 13759, 31573, 781, 18518, 21371, 23803, 6103, 20261, 12612, 23902, 3850, 8919, 5905, 28924, 7554, 5509, 27621, 9657, 6396, 13851, 7166, 6037, 31670, 5170, 22487, 31373, 29825, 4983, 8399, 31932, 17897, 2711, 20885, 24287, 1390, 29503, 25329, 14880, 17425, 31301, 9454, 14602, 21371, 29018]
[4522, 31238, 24418, 31888, 5646, 16935, 293, 26208, 1347, 11159, 32090, 12798, 844, 6722, 5772, 18207, 10374, 14080, 2122, 14597, 22672, 11327, 28636, 5530, 10833, 17198, 26295, 3781, 31151, 9194, 1145, 30685, 32216, 27117, 11569, 6598, 31987, 30621, 10963, 31306, 26603, 10900, 26773, 25565, 3013, 28223, 29428, 23594, 22581, 1745, 30907, 13776, 817, 6601, 12258, 1701, 5512, 30729, 5660, 23652, 31386, 30062, 20087, 30590, 21621, 22374, 18149, 23489, 11010, 13867, 9818, 31265, 10188, 25998, 14987, 15240, 19864, 25400, 2104, 745, 23248, 23198, 15552, 25325, 27774, 31674, 27230, 25009, 11593, 18922, 13178, 12725, 19712, 17863, 15183, 18959, 6548, 12423, 25966, 8184]
[3757, 25161, 4103, 24785, 17798, 14518, 6395, 13289, 22255, 26813, 6649, 6028, 32433, 6060, 30121, 2590, 25914, 7303, 3849, 8304, 11091, 28242, 29853, 534, 14305, 17776, 29690, 11678, 26899, 16618, 5781, 24048, 32273, 21426, 2076, 175, 11091, 27858, 2144, 18835, 28601, 16216, 26422, 2095, 2729, 32438, 22775, 19132, 18452, 532, 21748, 27226, 8143, 28394, 26234, 4268, 3160, 8637, 2899, 25891, 13369, 5337, 12768, 30589, 31675, 275, 21469, 23907, 19161, 5553, 23316, 22589, 672, 4999, 10650, 20483, 1036, 11679, 8627, 27751, 20182, 8207, 8209, 6403, 10139, 30328, 26838, 8289, 12055, 30299, 20960, 11782, 12344, 14715, 26237, 11773, 15426, 22761, 10126, 31428]
[3073, 28037, 22896, 15677, 26360, 26062, 23986, 1882, 26066, 15897, 23259, 5831, 26780, 30519, 20402, 29038, 13208, 23234, 8939, 10452, 17109, 19429, 12938, 2763, 30155, 23029, 25109, 15501, 27917, 18242, 6508, 8358, 3265, 11618, 8947, 16125, 2997, 16319, 21559, 2248, 18591, 335, 705, 28219, 4357, 8606, 30217, 4729, 24841, 25466, 28928, 4190, 29626, 9065, 6246, 25251, 20929, 14752, 4279, 5956, 15360, 26763, 15802, 5047, 12785, 25235, 18524, 14719, 853, 13825, 3146, 11070, 31699, 22667, 1900, 5541, 10335, 19453, 30890, 6176, 25300, 20007, 19225, 27393, 25567, 3824, 23923, 30209, 18067, 2860, 30136, 20339, 8233, 26970, 27587, 17248, 2342, 16661, 7896, 4045]
[28893, 14178, 22201, 4387, 4002, 10989, 7160, 5392, 19682, 7159, 6674, 29672, 31717, 3855, 9355, 15981, 14510, 22276, 16993, 10309, 16116, 9418, 7576, 7381, 25454, 4914, 11220, 27800, 31601, 29429, 19472, 25204, 21956, 10457, 16967, 3177, 20514, 30724, 26363, 9591, 13534, 866, 27681, 31285, 2677, 20260, 17579, 19186, 18785, 11598, 28495, 7742, 29029, 4437, 10457, 3026, 27987, 1622, 20034, 12740, 20806, 25792, 2921, 2822, 16608, 20113, 20702, 6062, 12642, 1926, 2537, 24953, 2538, 158, 11170, 9378, 9310, 9961, 6247, 22911, 28273, 27654, 32137, 12763, 29889, 32389, 28663, 20660, 20117, 8330, 11119, 10120, 1851, 3820, 11266, 23696, 24169, 507, 30177, 25685]
[11381, 13807, 365, 23325, 17687, 19404, 1231, 2391, 17516, 5729, 31974, 3736, 29194, 25228, 2650, 15032, 1495, 2061, 16429, 16353, 3559, 4323, 3273, 22188, 29675, 15427, 18425, 10508, 26840, 13514, 23913, 32152, 3463, 24119, 24277, 5756, 3116, 28967, 16586, 1900, 2233, 14836, 824, 16980, 8562, 12021, 21174, 11194, 32252, 24520, 12655, 27418, 13735, 6293, 16074, 13040, 16060, 19783, 13426, 3047, 31461, 16652, 31872, 172, 13042, 24684, 23155, 27013, 4039, 22598, 23590, 10302, 493, 15457, 11493, 23888, 32652, 9349, 22548, 1452, 31376, 21228, 5445, 25517, 8842, 30892, 19457, 1763, 10164, 30888, 10951, 31089, 17010, 1579, 27247, 27097, 15692, 17774, 16120, 16568]
[27292, 14443, 1642, 13767, 5025, 1437, 8610, 15028, 6204, 16201, 3610, 7891, 13731, 11306, 32417, 8630, 4941, 3312, 24842, 21697, 8269, 2210, 10920, 4966, 5255, 21238, 762, 30350, 12415, 32651, 11740, 18650, 418, 31173, 2702, 1536, 26022, 9925, 24031, 3874, 29920, 9371, 4468, 16275, 3960, 29398, 25303, 4182, 31082, 5011, 22938, 11345, 13643, 5483, 5434, 16978, 25138, 7345, 20889, 7298, 1487, 18482, 15546, 32181, 25927, 967, 8319, 31537, 26206, 772, 23167, 21687, 12736, 12458, 26501, 5116, 18718, 1826, 21355, 16106, 2766, 8720, 30328, 30136, 18814, 15520, 314, 5150, 3729, 792, 17872, 5579, 12022, 6803, 27580, 7631, 13214, 30821, 10147, 14673]
[24075, 13700, 11624, 15365, 13438, 4357, 18228, 29292, 28675, 6962, 20734, 14162, 5251, 18153, 15496, 12627, 8621, 21931, 18465, 24445, 9645, 8565, 12375, 499, 2615, 19285, 29939, 804, 31639, 23651, 19033, 4189, 4896, 13388, 9000, 8710, 916, 27690, 27303, 30506, 31359, 2385, 14127, 30995, 3690, 22652, 31942, 11415, 16715, 9009, 19527, 11382, 29822, 11417, 2418, 7199, 18281, 15673, 29890, 24799, 8493, 11427, 2683, 7094, 32657, 12340, 20901, 2844, 16044, 5642, 27147, 29942, 5484, 1823, 16756, 6574, 28642, 28863, 1352, 11238, 6245, 378, 30717, 25033, 465, 24052, 40, 1564, 15887, 12996, 27445, 26136, 17043, 24684, 14047, 5751, 5934, 12749, 9132, 8974]
[14384, 20883, 8016, 15027, 8889, 13748, 10510, 2497, 17797, 5654, 31557, 2411, 608, 4564, 30136, 14202, 26683, 11164, 21123, 10365, 13412, 15594, 5742, 17798, 7799, 22702, 18911, 25809, 7913, 29509, 23969, 16889, 12201, 7998, 4847, 11761, 26871, 3789, 23512, 32587, 2009, 4377, 24089, 18677, 5587, 25355, 8495, 28225, 4375, 19788, 28380, 10173, 6006, 18105, 9725, 8775, 31516, 15446, 12495, 21094, 5428, 30557, 6934, 30289, 11573, 6294, 29099, 14993, 29678, 12019, 19507, 1265, 13046, 28504, 13111, 8399, 17753, 5836, 12670, 19467, 20586, 3711, 24079, 28232, 9260, 15877, 18253, 24970, 3749, 16787, 31884, 1440, 11079, 23877, 17784, 5083, 32255, 22723, 2900, 5980]
