[32661, 31645, 31461, 31109, 30559, 30274, 28968, 28722, 28486, 27974, 27969, 27866, 27709, 27599, 27596, 27506, 27029, 26979, 26686, 26401, 26035, 26020, 25920, 25750, 25612, 25350, 24999, 24461, 23903, 23299, 23286, 23279, 23236, 22949, 22900, 21555, 20601, 20323, 19728, 19604, 19083, 18626, 18576, 18222, 17984, 17422, 17377, 17291, 17228, 16423, 15930, 15737, 15633, 14839, 14100, 13957, 13347, 13031, 12695, 12521, 12367, 11361, 11065, 10962, 10912, 10811, 10070, 9985, 9979, 9589, 9523, 9373, 9206, 9202, 8958, 8893, 8851, 8608, 8278, 8142, 7540, 7298, 6841, 6277, 5965, 5803, 5369, 5297, 4323, 4161, 3910, 3862, 3750, 3026, 2774, 2772, 2159, 1733, 700, 35]
[31659, 31564, 31497, 30899, 30449, 29949, 29741, 29575, 29423, 29216, 29127, 28973, 28826, 28525, 28272, 28090, 27502, 26752, 26415, 26058, 24601, 22578, 22566, 22426, 21633, 21590, 20998, 20624, 20539, 20497, 20489, 19830, 19805, 19526, 19199, 18719, 18630, 18622, 18482, 18424, 18212, 18162, 18140, 17846, 17685, 17633, 16725, 16708, 15987, 15855, 15855, 15685, 15586, 15468, 15179, 15142, 14941, 14826, 13765, 13609, 12767, 12419, 11939, 11596, 11550, 11353, 10995, 10974, 10824, 10028, 9901, 9673, 9596, 9345, 8573, 8556, 8445, 8439, 7973, 7956, 7740, 7416, 7375, 6510, 5181, 5070, 5044, 4860, 4649, 4456, 4325, 3816, 3728, 2988, 2961, 1531, 1068, 372, 210, 86]
[32765, 32003, 31565, 31335, 30782, 30526, 30406, 30371, 30320, 30314, 30074, 29531, 28943, 28701, 28313, 28014, 27985, 27526, 27289, 26826, 26687, 26517, 26453, 25930, 25593, 24372, 24058, 23511, 23129, 22913, 22302, 22263, 21585, 21542, 21190, 20561, 20128, 20126, 19872, 19784, 19432, 19137, 18983, 18168, 17887, 17788, 17748, 17684, 17674, 17509, 17259, 16769, 16318, 16077, 15661, 15605, 15578, 15302, 14844, 14667, 14667, 14510, 14351, 14253, 13525, 12442, 12428, 11506, 10907, 10767, 10705, 10458, 10409, 10051, 9639, 9440, 9221, 9043, 8252, 7760, 7183, 6340, 6052, 5422, 4982, 4505, 4445, 3997, 3719, 2040, 1711, 1637, 1581, 1399, 1353, 766, 313, 242, 238, 108]
[32452, 32228, 32122, 31988, 31190, 30999, 30312, 29709, 28604, 28519, 27548, 26726, 26639, 26218, 25993, 25311, 24913, 24777, 24773, 24233, 23893, 23773, 23676, 23023, 22791, 22751, 22687, 22303, 21983, 21406, 20408, 20090, 19380, 18707, 18440, 18161, 18116, 17877, 17710, 16912, 16559, 16316, 16185, 15908, 15504, 15462, 15334, 15331, 15246, 14942, 14925, 14912, 14363, 13170, 12514, 12133, 11801, 11366, 11259, 11113, 11101, 10267, 10010, 9044, 8875, 8848, 8372, 8167, 7943, 7424, 7355, 7273, 7214, 6717, 6652, 6559, 6181, 5993, 5246, 5001, 3724, 3566, 3260, 2960, 2318, 2264, 2253, 2166, 1995, 1866, 1712, 1287, 1285, 1218, 1138, 826, 708, 429, 371, 273]
[32563, 32189, 31856, 30744, 30242, 30142, 29844, 29314, 29276, 29160, 28902, 28901, 28814, 28779, 27746, 27709, 27438, 27351, 27231, 26952, 26250, 25943, 25821, 25416, 25359, 25330, 25260, 25138, 25135, 24579, 24293, 23139, 23052, 22975, 22761, 21997, 21965, 21421, 21340, 21289, 21220, 21022, 20901, 20796, 20665, 20391, 19658, 19304, 19088, 19035, 18068, 17394, 17186, 17088, 17069, 16986, 16296, 16069, 16039, 14934, 14329, 14199, 14115, 13958, 13264, 13255, 12935, 12572, 12555, 12364, 12046, 11157, 11063, 10526, 10347, 9981, 9652, 8813, 8182, 8164, 6970, 6970, 6949, 6817, 6482, 6411, 6209, 5982, 5596, 4564, 4123, 4029, 3118, 2463, 2382, 2366, 2211, 1874, 795, 655]
[32625, 31985, 31311, 31037, 30342, 29986, 29821, 29017, 28474, 28125, 28100, 27787, 27735, 27647, 27424, 27306, 27172, 26871, 26225, 26118, 25448, 25240, 25107, 24955, 24753, 24550, 24505, 24084, 21762, 21367, 21072, 20822, 20582, 20404, 20137, 20039, 19624, 19430, 19199, 19142, 18754, 18747, 18549, 18245, 18089, 17702, 16273, 16171, 16035, 15821, 15480, 15473, 15274, 15199, 14691, 14666, 14372, 14367, 14262, 13583, 13515, 13362, 13328, 13327, 12877, 12621, 12616, 12560, 10797, 10537, 10446, 10147, 9224, 9198, 9089, 8967, 8500, 8198, 8082, 7798, 6945, 6765, 6736, 6707, 6453, 6397, 5900, 5757, 5560, 5374, 3997, 3194, 2769, 2422, 1843, 1438, 1231, 1211, 763, 469]
[32337, 31820, 31811, 31162, 30676, 30357, 30235, 30158, 29808, 29191, 29117, 28073, 28012, 27821, 26894, 26866, 26222, 26188, 25781, 25676, 25596, 25236, 24891, 24670, 24539, 24511, 24505, 24347, 24338, 24140, 23657, 23444, 23398, 23153, 22363, 22264, 21605, 21525, 21251, 20859, 20781, 20041, 19303, 19161, 18770, 18726, 18021, 17637, 17387, 17021, 16454, 16200, 16088, 16049, 15937, 15657, 15495, 13972, 13762, 13443, 13441, 13106, 12562, 12548, 12190, 11831, 11776, 11636, 11511, 10871, 10328, 10227, 9769, 9636, 8330, 8105, 7400, 6957, 6890, 6848, 6460, 5578, 5509, 5353, 5056, 4754, 4606, 4416, 3820, 3583, 3401, 3201, 3056, 2884, 2763, 2469, 1854, 1370, 1367, 1112]
[32675, 32507, 32383, 32344, 32329, 32222, 32136, 32038, 31890, 31335, 30896, 29938, 29849, 29706, 29609, 29485, 28387, 28074, 27733, 27720, 27697, 27605, 27413, 27113, 25792, 25639, 25297, 25283, 25113, 24520, 24485, 24479, 24219, 23773, 22363, 22129, 21595, 21549, 21009, 20982, 20646, 19722, 19540, 19507, 18839, 18126, 17598, 17507, 17491, 16410, 16406, 16286, 16031, 15907, 15759, 15214, 14656, 14552, 13367, 12783, 12579, 12522, 12338, 11938, 11845, 11549, 11033, 10550, 10526, 10405, 9448, 9136, 9008, 8824, 8632, 8287, 8073, 7841, 7483, 7407, 7185, 7178, 6913, 6592, 6329, 5100, 4945, 4914, 4343, 3791, 2832, 2350, 2202, 2095, 2006, 1619, 1166, 490, 488, 349]
[32456, 32245, 32243, 32103, 31694, 31590, 31422, 31293, 31088, 30592, 30561, 30283, 30202, 29475, 29297, 29258, 29257, 29207, 29182, 29161, 28708, 27894, 26672, 26255, 24912, 24728, 24388, 24179, 23754, 23081, 22737, 22698, 22418, 21689, 21559, 21176, 19936, 19354, 18970, 18583, 18305, 18175, 17846, 17067, 16891, 16824, 16769, 15444, 15022, 14885, 14026, 13786, 13554, 13346, 13269, 13204, 12840, 12484, 12439, 12346, 12235, 12203, 12108, 11989, 11762, 11320, 11307, 11154, 10918, 10215, 10120, 9554, 9028, 8673, 8474, 8278, 8004, 7997, 6743, 6704, 6649, 6385, 6384, 6342, 6314, 6074, 5851, 4755, 4363, 4318, 4114, 3600, 3597, 3203, 2632, 2045, 1887, 1853, 1751, 1260]
[32715, 32405, 32344, 32034, 31996, 31887, 31768, 30985, 30813, 30436, 30411, 29863, 29847, 29284, 29085, 28344, 27559, 27452, 27289, 26781, 26733, 26562, 26216, 26024, 25614, 25104, 25093, 24394, 23921, 23626, 23488, 23320, 22826, 22736, 22421, 22418, 21092, 21077, 20959, 20834, 19877, 19863, 19835, 19114, 19101, 18731, 18403, 18101, 17583, 17020, 16831, 16821, 16302, 16117, 16033, 16007, 14755, 14712, 14630, 13969, 13783, 13112, 13109, 12336, 11887, 11048, 10818, 10653, 10494, 10286, 9711, 9355, 9195, 9121, 8632, 8484, 7816, 7645, 7423, 7261, 7162, 5686, 5428, 5182, 4830, 4570, 3512, 2832, 2419, 2359, 2309, 1986, 1904, 951, 786, 592, 444, 332, 289, 153]
[32700, 32567, 32044, 31867, 31387, 31349, 31301, 31001, 30329, 29797, 29222, 28151, 28090, 27884, 27765, 27760, 27674, 27324, 27275, 26666, 26629, 26471, 26428, 25979, 24985, 24764, 24236, 24222, 24164, 23481, 22767, 22648, 21876, 21631, 21564, 21194, 20880, 20457, 20065, 19790, 19181, 17519, 17402, 17372, 17119, 16984, 16812, 16551, 15727, 15721, 15395, 14871, 14813, 14618, 14541, 14159, 13811, 13387, 13224, 13048, 12993, 12895, 11678, 10973, 10632, 10059, 9959, 9892, 9833, 9255, 9188, 9061, 8978, 8474, 7544, 7353, 7055, 6597, 6579, 6401, 6394, 6207, 5422, 5390, 5360, 5312, 5153, 4307, 3522, 3026, 2765, 1796, 1374, 1372, 1338, 1330, 1108, 634, 516, 21]
[32633, 32581, 32198, 31632, 31540, 31420, 31174, 30948, 30554, 30159, 29923, 29817, 28792, 28463, 28360, 28109, 28056, 27131, 26845, 25285, 25032, 24979, 24917, 24899, 23388, 23041, 22860, 22570, 22540, 22413, 22027, 21732, 21412, 21121, 20754, 20498, 19000, 18325, 18028, 17872, 17150, 16743, 16726, 16717, 16587, 16322, 16125, 15708, 15603, 15454, 15333, 15059, 15012, 14923, 14854, 14276, 13677, 13672, 13601, 13285, 12580, 12228, 11916, 11708, 11631, 11450, 11269, 10466, 10064, 9708, 9555, 9197, 8682, 8411, 8284, 7863, 7834, 7271, 6999, 6930, 6766, 6564, 5634, 5605, 4941, 4327, 4069, 3840, 2701, 2557, 2266, 2074, 1905, 1827, 1582, 1567, 1131, 1094, 656, 264]
[32742, 32659, 32122, 32030, 31787, 31082, 30424, 30106, 29946, 29552, 29549, 29394, 29332, 29111, 28691, 28645, 28593, 28566, 27878, 27837, 27790, 26305, 25839, 25740, 25502, 25181, 25147, 25045, 24624, 24317, 24182, 23885, 23725, 23647, 23578, 23527, 23527, 23350, 22995, 22975, 22867, 22456, 22036, 21910, 21360, 21296, 20567, 20452, 19824, 19647, 19644, 19081, 18743, 18548, 17369, 17244, 17081, 16582, 16067, 15420, 15255, 14636, 14404, 13848, 13402, 13402, 12834, 12777, 12527, 11081, 10819, 10805, 10542, 10518, 10362, 9673, 9258, 9110, 8942, 8781, 8480, 7759, 7438, 7105, 6871, 6583, 6422, 6121, 5463, 5298, 4180, 3978, 3544, 3473, 2705, 2418, 2328, 1711, 1063, 809]
[32444, 31761, 31521, 31195, 30910, 30860, 30719, 30715, 30545, 30543, 30284, 30061, 29906, 29896, 29551, 29100, 28996, 28751, 28257, 26937, 26713, 26374, 26250, 25290, 24937, 24920, 24905, 24678, 24408, 23879, 23787, 23762, 23608, 23568, 22813, 21975, 21827, 20910, 20908, 20674, 20324, 20103, 19981, 19961, 19899, 19855, 19247, 18924, 18836, 18310, 16292, 16232, 16186, 15447, 15067, 14679, 14376, 14269, 13882, 13857, 13627, 13458, 13262, 13121, 13031, 12514, 12441, 11886, 11672, 10835, 10643, 10393, 10370, 9923, 9920, 9300, 9010, 8964, 8795, 8191, 8078, 7898, 7083, 6878, 6786, 6694, 5885, 5297, 4808, 4256, 3938, 3242, 2212, 1941, 1738, 1653, 1343, 1247, 922, 422]
[32621, 32133, 31990, 31435, 31370, 31261, 30773, 30530, 29649, 29502, 29250, 29209, 29013, 28411, 28096, 27978, 27824, 27404, 26942, 26885, 26377, 26370, 25501, 24960, 24713, 24619, 24059, 24005, 23541, 23140, 22683, 22672, 21835, 21031, 20580, 20550, 20502, 19991, 19951, 19567, 19250, 18848, 18389, 18318, 17925, 17791, 17548, 17308, 17148, 16606, 16256, 15793, 15319, 14593, 14299, 13705, 13162, 13094, 12565, 12313, 12281, 12067, 12056, 11332, 11214, 10783, 10524, 10015, 9729, 9618, 9595, 9192, 9160, 8972, 8901, 8607, 7828, 7775, 7319, 7213, 6401, 6214, 6064, 5528, 4949, 4944, 3598, 2642, 2635, 2524, 2210, 1566, 1542, 1492, 1471, 1128, 737, 689, 605, 186]
